instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group
3360,2011-05-24,Summer,2011,5,21,0,2,1,1,0.64,0.5909,0.78,0.0896,21,168,189,Panas
3361,2011-05-24,Summer,2011,5,22,0,2,1,3,0.62,0.5606,0.88,0.2239,26,115,141,Panas
3362,2011-05-24,Summer,2011,5,23,0,2,1,3,0.66,0.6212,0.74,0.1642,13,53,66,Panas
3363,2011-05-25,Summer,2011,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35,Sejuk
3364,2011-05-25,Summer,2011,5,1,0,3,1,3,0.58,0.5455,0.83,0.19399999999999998,6,2,8,Sejuk
3365,2011-05-25,Summer,2011,5,2,0,3,1,2,0.56,0.5303,0.94,0.0,0,8,8,Sejuk
3366,2011-05-25,Summer,2011,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9,Sejuk
3367,2011-05-25,Summer,2011,5,4,0,3,1,1,0.54,0.5152,1.0,0.1045,0,3,3,Sejuk
3368,2011-05-25,Summer,2011,5,5,0,3,1,1,0.56,0.5303,0.88,0.0896,2,23,25,Sejuk
3369,2011-05-25,Summer,2011,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117,Sejuk
3370,2011-05-25,Summer,2011,5,7,0,3,1,1,0.62,0.5909,0.73,0.1343,29,284,313,Panas
3371,2011-05-25,Summer,2011,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531,Panas
3372,2011-05-25,Summer,2011,5,9,0,3,1,1,0.68,0.6364,0.65,0.0896,27,207,234,Panas
3373,2011-05-25,Summer,2011,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,30,105,135,Panas
3374,2011-05-25,Summer,2011,5,11,0,3,1,1,0.74,0.6667,0.51,0.0896,36,104,140,Panas
3375,2011-05-25,Summer,2011,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210,Panas
3376,2011-05-25,Summer,2011,5,13,0,3,1,1,0.74,0.6818,0.55,0.1343,39,163,202,Panas
3377,2011-05-25,Summer,2011,5,14,0,3,1,1,0.74,0.6818,0.55,0.1642,47,121,168,Panas
3378,2011-05-25,Summer,2011,5,15,0,3,1,1,0.76,0.6970000000000001,0.52,0.2537,37,145,182,Panas
3379,2011-05-25,Summer,2011,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299,Panas
3380,2011-05-25,Summer,2011,5,17,0,3,1,1,0.74,0.6667,0.51,0.2239,77,524,601,Panas
3381,2011-05-25,Summer,2011,5,18,0,3,1,1,0.72,0.6667,0.58,0.2239,66,451,517,Panas
3382,2011-05-25,Summer,2011,5,19,0,3,1,1,0.7,0.6515,0.61,0.1343,73,332,405,Panas
3383,2011-05-25,Summer,2011,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340,Panas
3384,2011-05-25,Summer,2011,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,33,203,236,Panas
3385,2011-05-25,Summer,2011,5,22,0,3,1,1,0.66,0.6212,0.69,0.2537,34,140,174,Panas
3386,2011-05-25,Summer,2011,5,23,0,3,1,1,0.64,0.6061,0.73,0.1343,12,74,86,Panas
3387,2011-05-26,Summer,2011,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45,Panas
3388,2011-05-26,Summer,2011,5,1,0,4,1,1,0.64,0.6061,0.73,0.1343,3,13,16,Panas
3389,2011-05-26,Summer,2011,5,2,0,4,1,1,0.62,0.5758,0.83,0.1045,7,7,14,Panas
3390,2011-05-26,Summer,2011,5,3,0,4,1,1,0.6,0.5455,0.88,0.0896,0,4,4,Sejuk
3391,2011-05-26,Summer,2011,5,4,0,4,1,1,0.6,0.5455,0.88,0.0,0,2,2,Sejuk
3392,2011-05-26,Summer,2011,5,5,0,4,1,2,0.6,0.5455,0.88,0.0896,2,25,27,Sejuk
3393,2011-05-26,Summer,2011,5,6,0,4,1,2,0.6,0.5,1.0,0.0896,4,94,98,Sejuk
3394,2011-05-26,Summer,2011,5,7,0,4,1,2,0.62,0.5455,0.94,0.2537,16,270,286,Panas
3395,2011-05-26,Summer,2011,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,31,458,489,Panas
3396,2011-05-26,Summer,2011,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216,Panas
3397,2011-05-26,Summer,2011,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,49,94,143,Panas
3398,2011-05-26,Summer,2011,5,11,0,4,1,1,0.74,0.6970000000000001,0.66,0.2239,36,124,160,Panas
3399,2011-05-26,Summer,2011,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,53,141,194,Panas
3400,2011-05-26,Summer,2011,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145,197,Panas
3401,2011-05-26,Summer,2011,5,14,0,4,1,1,0.82,0.7727,0.52,0.2836,44,145,189,Panas
3402,2011-05-26,Summer,2011,5,15,0,4,1,2,0.82,0.7576,0.46,0.2836,40,101,141,Panas
3403,2011-05-26,Summer,2011,5,16,0,4,1,2,0.8,0.7424,0.49,0.3582,58,233,291,Panas
3404,2011-05-26,Summer,2011,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,49,445,494,Panas
3405,2011-05-26,Summer,2011,5,18,0,4,1,1,0.8,0.7273,0.46,0.3284,74,404,478,Panas
3406,2011-05-26,Summer,2011,5,19,0,4,1,1,0.78,0.6970000000000001,0.46,0.3284,67,311,378,Panas
3407,2011-05-26,Summer,2011,5,20,0,4,1,1,0.72,0.6667,0.58,0.1642,55,267,322,Panas
3408,2011-05-26,Summer,2011,5,21,0,4,1,1,0.72,0.6818,0.62,0.0896,45,178,223,Panas
3409,2011-05-26,Summer,2011,5,22,0,4,1,1,0.7,0.6515,0.65,0.1343,23,157,180,Panas
3410,2011-05-26,Summer,2011,5,23,0,4,1,1,0.7,0.6515,0.65,0.19399999999999998,17,73,90,Panas
3411,2011-05-27,Summer,2011,5,0,0,5,1,1,0.68,0.6364,0.69,0.2537,14,55,69,Panas
3412,2011-05-27,Summer,2011,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,14,36,50,Panas
3413,2011-05-27,Summer,2011,5,2,0,5,1,1,0.68,0.6364,0.61,0.2239,6,12,18,Panas
3414,2011-05-27,Summer,2011,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,1,11,12,Panas
3415,2011-05-27,Summer,2011,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,2,5,7,Panas
3416,2011-05-27,Summer,2011,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,2,29,31,Panas
3417,2011-05-27,Summer,2011,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73,81,Panas
3418,2011-05-27,Summer,2011,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,20,229,249,Panas
3419,2011-05-27,Summer,2011,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,25,393,418,Panas
3420,2011-05-27,Summer,2011,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,37,190,227,Panas
3421,2011-05-27,Summer,2011,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,42,111,153,Panas
3422,2011-05-27,Summer,2011,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,40,126,166,Panas
3423,2011-05-27,Summer,2011,5,12,0,5,1,2,0.76,0.6970000000000001,0.55,0.2985,53,190,243,Panas
3424,2011-05-27,Summer,2011,5,13,0,5,1,1,0.74,0.6818,0.58,0.19399999999999998,51,158,209,Panas
3425,2011-05-27,Summer,2011,5,14,0,5,1,1,0.76,0.6970000000000001,0.55,0.2537,51,188,239,Panas
3426,2011-05-27,Summer,2011,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,98,258,356,Panas
3427,2011-05-27,Summer,2011,5,16,0,5,1,2,0.76,0.6970000000000001,0.55,0.3881,63,356,419,Panas
3428,2011-05-27,Summer,2011,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,77,414,491,Panas
3429,2011-05-27,Summer,2011,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,89,310,399,Panas
3430,2011-05-27,Summer,2011,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,69,210,279,Sejuk
3431,2011-05-27,Summer,2011,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,24,120,144,Panas
3432,2011-05-27,Summer,2011,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,37,114,151,Sejuk
3433,2011-05-27,Summer,2011,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,25,116,141,Sejuk
3434,2011-05-27,Summer,2011,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,23,104,127,Sejuk
3435,2011-05-28,Summer,2011,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,15,79,94,Sejuk
3436,2011-05-28,Summer,2011,5,1,0,6,0,1,0.58,0.5455,0.88,0.19399999999999998,8,47,55,Sejuk
3437,2011-05-28,Summer,2011,5,2,0,6,0,1,0.56,0.5303,0.94,0.19399999999999998,13,35,48,Sejuk
3438,2011-05-28,Summer,2011,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,2,13,15,Sejuk
3439,2011-05-28,Summer,2011,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0,4,4,Sejuk
3440,2011-05-28,Summer,2011,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4,3,7,Sejuk
3441,2011-05-28,Summer,2011,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3,16,19,Sejuk
3442,2011-05-28,Summer,2011,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17,33,50,Sejuk
3443,2011-05-28,Summer,2011,5,8,0,6,0,1,0.62,0.5909,0.78,0.19399999999999998,27,75,102,Panas
3444,2011-05-28,Summer,2011,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61,116,177,Panas
3445,2011-05-28,Summer,2011,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110,166,276,Panas
3446,2011-05-28,Summer,2011,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,171,178,349,Panas
3447,2011-05-28,Summer,2011,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,145,213,358,Panas
3448,2011-05-28,Summer,2011,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168,217,385,Panas
3449,2011-05-28,Summer,2011,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,172,210,382,Panas
3450,2011-05-28,Summer,2011,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187,187,374,Panas
3451,2011-05-28,Summer,2011,5,16,0,6,0,1,0.76,0.6970000000000001,0.55,0.2836,201,201,402,Panas
3452,2011-05-28,Summer,2011,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,180,161,341,Panas
3453,2011-05-28,Summer,2011,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,173,212,385,Panas
3454,2011-05-28,Summer,2011,5,19,0,6,0,1,0.7,0.6515,0.65,0.19399999999999998,99,153,252,Panas
3455,2011-05-28,Summer,2011,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68,128,196,Panas
3456,2011-05-28,Summer,2011,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,87,114,201,Panas
3457,2011-05-28,Summer,2011,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161,Panas
3458,2011-05-28,Summer,2011,5,23,0,6,0,1,0.64,0.5758,0.83,0.19399999999999998,44,81,125,Panas
3459,2011-05-29,Summer,2011,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32,51,83,Panas
3460,2011-05-29,Summer,2011,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17,49,66,Panas
3461,2011-05-29,Summer,2011,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,12,49,61,Panas
3462,2011-05-29,Summer,2011,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,2,24,26,Panas
3463,2011-05-29,Summer,2011,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10,23,Sejuk
3464,2011-05-29,Summer,2011,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3,3,6,Sejuk
3465,2011-05-29,Summer,2011,5,6,0,0,0,2,0.62,0.5606,0.88,0.19399999999999998,5,10,15,Panas
3466,2011-05-29,Summer,2011,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,13,17,30,Panas
3467,2011-05-29,Summer,2011,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,34,62,96,Panas
3468,2011-05-29,Summer,2011,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,74,78,152,Panas
3469,2011-05-29,Summer,2011,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121,251,Panas
3470,2011-05-29,Summer,2011,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,139,180,319,Panas
3471,2011-05-29,Summer,2011,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216,186,402,Panas
3472,2011-05-29,Summer,2011,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181,418,Panas
3473,2011-05-29,Summer,2011,5,14,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,183,168,351,Panas
3474,2011-05-29,Summer,2011,5,15,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,221,155,376,Panas
3475,2011-05-29,Summer,2011,5,16,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,194,167,361,Panas
3476,2011-05-29,Summer,2011,5,17,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,214,169,383,Panas
3477,2011-05-29,Summer,2011,5,18,0,0,0,1,0.72,0.6970000000000001,0.74,0.2836,151,177,328,Panas
3478,2011-05-29,Summer,2011,5,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,141,146,287,Panas
3479,2011-05-29,Summer,2011,5,20,0,0,0,1,0.7,0.6667,0.79,0.19399999999999998,91,128,219,Panas
3480,2011-05-29,Summer,2011,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122,229,Panas
3481,2011-05-29,Summer,2011,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171,Panas
3482,2011-05-29,Summer,2011,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,48,87,135,Panas
3483,2011-05-30,Summer,2011,5,0,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,38,65,103,Panas
3484,2011-05-30,Summer,2011,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26,53,79,Panas
3485,2011-05-30,Summer,2011,5,2,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,17,28,45,Panas
3486,2011-05-30,Summer,2011,5,3,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,10,8,18,Panas
3487,2011-05-30,Summer,2011,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2,4,6,Panas
3488,2011-05-30,Summer,2011,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6,7,Panas
3489,2011-05-30,Summer,2011,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16,Panas
3490,2011-05-30,Summer,2011,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,12,19,31,Panas
3491,2011-05-30,Summer,2011,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36,58,94,Panas
3492,2011-05-30,Summer,2011,5,9,1,1,0,1,0.72,0.6970000000000001,0.74,0.0896,47,81,128,Panas
3493,2011-05-30,Summer,2011,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116,153,269,Panas
3494,2011-05-30,Summer,2011,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,153,168,321,Panas
3495,2011-05-30,Summer,2011,5,12,1,1,0,1,0.86,0.8029999999999999,0.47,0.1045,179,187,366,Panas
3496,2011-05-30,Summer,2011,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,133,217,350,Panas
3497,2011-05-30,Summer,2011,5,14,1,1,0,1,0.88,0.8029999999999999,0.39,0.0,142,185,327,Panas
3498,2011-05-30,Summer,2011,5,15,1,1,0,1,0.88,0.8029999999999999,0.39,0.2537,132,179,311,Panas
3499,2011-05-30,Summer,2011,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101,208,309,Panas
3500,2011-05-30,Summer,2011,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,102,202,304,Panas
3501,2011-05-30,Summer,2011,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172,249,Panas
3502,2011-05-30,Summer,2011,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225,Sejuk
3503,2011-05-30,Summer,2011,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,69,168,237,Panas
3504,2011-05-30,Summer,2011,5,21,1,1,0,1,0.74,0.6970000000000001,0.7,0.1343,42,107,149,Panas
3505,2011-05-30,Summer,2011,5,22,1,1,0,1,0.72,0.6970000000000001,0.74,0.1642,26,80,106,Panas
3506,2011-05-30,Summer,2011,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,14,34,48,Panas
3507,2011-05-31,Summer,2011,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,9,20,29,Panas
3508,2011-05-31,Summer,2011,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8,9,17,Panas
3509,2011-05-31,Summer,2011,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,5,7,12,Panas
3510,2011-05-31,Summer,2011,5,3,0,2,1,2,0.64,0.5606,0.94,0.0,1,3,4,Panas
3511,2011-05-31,Summer,2011,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,3,3,Panas
3512,2011-05-31,Summer,2011,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0,26,26,Panas
3513,2011-05-31,Summer,2011,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,11,98,109,Panas
3514,2011-05-31,Summer,2011,5,7,0,2,1,1,0.74,0.6970000000000001,0.66,0.1045,16,219,235,Panas
3515,2011-05-31,Summer,2011,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406,Panas
3516,2011-05-31,Summer,2011,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,22,153,175,Panas
3517,2011-05-31,Summer,2011,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72,109,Panas
3518,2011-05-31,Summer,2011,5,11,0,2,1,1,0.86,0.8029999999999999,0.47,0.0,28,78,106,Panas
3519,2011-05-31,Summer,2011,5,12,0,2,1,1,0.86,0.8029999999999999,0.47,0.1343,37,125,162,Panas
3520,2011-05-31,Summer,2011,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37,110,147,Panas
3521,2011-05-31,Summer,2011,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,41,99,140,Panas
3522,2011-05-31,Summer,2011,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42,133,175,Panas
3523,2011-05-31,Summer,2011,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205,249,Panas
3524,2011-05-31,Summer,2011,5,17,0,2,1,1,0.84,0.8029999999999999,0.53,0.2239,67,428,495,Panas
3525,2011-05-31,Summer,2011,5,18,0,2,1,1,0.84,0.8029999999999999,0.53,0.19399999999999998,55,362,417,Panas
3526,2011-05-31,Summer,2011,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285,Panas
3527,2011-05-31,Summer,2011,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38,213,251,Panas
3528,2011-05-31,Summer,2011,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,45,165,210,Panas
3529,2011-05-31,Summer,2011,5,22,0,2,1,1,0.74,0.6970000000000001,0.7,0.1642,42,117,159,Panas
3530,2011-05-31,Summer,2011,5,23,0,2,1,1,0.72,0.6970000000000001,0.79,0.0896,15,46,61,Panas
3531,2011-06-01,Summer,2011,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9,25,34,Panas
3532,2011-06-01,Summer,2011,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8,9,17,Panas
3533,2011-06-01,Summer,2011,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3,Panas
3534,2011-06-01,Summer,2011,6,3,0,3,1,1,0.68,0.6364,0.89,0.19399999999999998,0,6,6,Panas
3535,2011-06-01,Summer,2011,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0,4,4,Panas
3536,2011-06-01,Summer,2011,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2,19,21,Panas
3537,2011-06-01,Summer,2011,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128,Panas
3538,2011-06-01,Summer,2011,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19,265,284,Panas
3539,2011-06-01,Summer,2011,6,8,0,3,1,2,0.72,0.6970000000000001,0.79,0.19399999999999998,37,417,454,Panas
3540,2011-06-01,Summer,2011,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34,173,207,Panas
3541,2011-06-01,Summer,2011,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115,Panas
3542,2011-06-01,Summer,2011,6,11,0,3,1,2,0.82,0.8029999999999999,0.59,0.2239,26,86,112,Panas
3543,2011-06-01,Summer,2011,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32,137,169,Panas
3544,2011-06-01,Summer,2011,6,13,0,3,1,1,0.9,0.8182,0.37,0.19399999999999998,29,125,154,Panas
3545,2011-06-01,Summer,2011,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40,105,145,Panas
3546,2011-06-01,Summer,2011,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25,127,152,Panas
3547,2011-06-01,Summer,2011,6,16,0,3,1,1,0.86,0.8029999999999999,0.47,0.2985,39,227,266,Panas
3548,2011-06-01,Summer,2011,6,17,0,3,1,1,0.86,0.8029999999999999,0.47,0.2985,52,434,486,Panas
3549,2011-06-01,Summer,2011,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309,Panas
3550,2011-06-01,Summer,2011,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16,248,264,Panas
3551,2011-06-01,Summer,2011,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23,233,256,Panas
3552,2011-06-01,Summer,2011,6,21,0,3,1,1,0.74,0.6970000000000001,0.7,0.2836,29,161,190,Panas
3553,2011-06-01,Summer,2011,6,22,0,3,1,1,0.74,0.6970000000000001,0.66,0.1343,14,115,129,Panas
3554,2011-06-01,Summer,2011,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10,59,69,Panas
3555,2011-06-02,Summer,2011,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42,Panas
3556,2011-06-02,Summer,2011,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3,12,15,Panas
3557,2011-06-02,Summer,2011,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0,6,6,Panas
3558,2011-06-02,Summer,2011,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,4,Panas
3559,2011-06-02,Summer,2011,6,4,0,4,1,1,0.66,0.6212,0.41,0.19399999999999998,0,3,3,Panas
3560,2011-06-02,Summer,2011,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31,Panas
3561,2011-06-02,Summer,2011,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113,Panas
3562,2011-06-02,Summer,2011,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19,285,304,Panas
3563,2011-06-02,Summer,2011,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25,442,467,Panas
3564,2011-06-02,Summer,2011,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28,197,225,Panas
3565,2011-06-02,Summer,2011,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33,106,139,Panas
3566,2011-06-02,Summer,2011,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42,123,165,Panas
3567,2011-06-02,Summer,2011,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232,Panas
3568,2011-06-02,Summer,2011,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35,168,203,Panas
3569,2011-06-02,Summer,2011,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43,142,185,Panas
3570,2011-06-02,Summer,2011,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44,144,188,Panas
3571,2011-06-02,Summer,2011,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63,255,318,Panas
3572,2011-06-02,Summer,2011,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88,484,572,Panas
3573,2011-06-02,Summer,2011,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74,451,525,Panas
3574,2011-06-02,Summer,2011,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58,321,379,Panas
3575,2011-06-02,Summer,2011,6,20,0,4,1,1,0.7,0.6364,0.24,0.19399999999999998,51,286,337,Panas
3576,2011-06-02,Summer,2011,6,21,0,4,1,1,0.66,0.6212,0.31,0.19399999999999998,33,215,248,Panas
3577,2011-06-02,Summer,2011,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14,141,155,Panas
3578,2011-06-02,Summer,2011,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112,Panas
3579,2011-06-03,Summer,2011,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,Panas
3580,2011-06-03,Summer,2011,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22,Sejuk
3581,2011-06-03,Summer,2011,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12,Sejuk
3582,2011-06-03,Summer,2011,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5,Sejuk
3583,2011-06-03,Summer,2011,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,Sejuk
3584,2011-06-03,Summer,2011,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,Sejuk
3585,2011-06-03,Summer,2011,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106,Sejuk
3586,2011-06-03,Summer,2011,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,Sejuk
3587,2011-06-03,Summer,2011,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502,Sejuk
3588,2011-06-03,Summer,2011,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,Sejuk
3589,2011-06-03,Summer,2011,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,Panas
3590,2011-06-03,Summer,2011,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,Panas
3591,2011-06-03,Summer,2011,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,Panas
3592,2011-06-03,Summer,2011,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,Panas
3593,2011-06-03,Summer,2011,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,Panas
3594,2011-06-03,Summer,2011,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,Panas
3595,2011-06-03,Summer,2011,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,Panas
3596,2011-06-03,Summer,2011,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,Panas
3597,2011-06-03,Summer,2011,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,Panas
3598,2011-06-03,Summer,2011,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,Panas
